Protein Group,Protein ID,Accession,Score (%),-10lgP,Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
5,16,Q72IL1|Q72IL1_THET2,99.2,322.72,60,31,28,Oxidation (M),44674,Uncharacterized protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1121 PE=4 SV=1
28,12,sp|Q72HM6|RPOC_THET2,99.2,319.90,23,31,29,Carbamidomethylation,170717,DNA-directed RNA polymerase subunit beta' OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rpoC PE=3 SV=2
8,6,Q72KN3|Q72KN3_THET2,99.2,318.19,44,46,45,Oxidation (M),99771,Aconitate hydratase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0374 PE=3 SV=1
24,41,Q72J67|Q72J67_THET2,99.2,315.92,35,30,30,Formylation,72148,V-type ATP synthase subunit I OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0912 PE=3 SV=1
46,73,Q72IH8|Q72IH8_THET2,99.1,314.80,58,17,16,Oxidation (M),26218,Hypothetical conserved protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1154 PE=4 SV=1
25,30,sp|P62662|RS2_THET2,99.2,312.92,64,26,26,Oxidation (M),29277,30S ribosomal protein S2 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rpsB PE=1 SV=2
32,76,sp|Q72I05|RL4_THET2,99.2,301.70,75,23,23,Oxidation (M),22708,50S ribosomal protein L4 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rplD PE=1 SV=1
18,25,Q72JA6|Q72JA6_THET2,99.2,299.45,53,18,18,Oxidation (M),38949,Spermidine/putrescine-binding protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0873 PE=3 SV=1
34,43,Q72L52|Q72L52_THET2,99.2,296.51,47,20,18,Oxidation (M),42148,Sugar-binding transport ATP-binding protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0211 PE=4 SV=1
31,39,sp|Q72I04|RL3_THET2,99.2,293.10,72,24,24,Oxidation (M); Carbamidomethylation,22408,50S ribosomal protein L3 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rplC PE=1 SV=1
16,10,Q72L70|Q72L70_THET2,99.2,292.47,43,45,43,,90024,Outer membrane protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0193 PE=4 SV=1
72,157,Q72H95|Q72H95_THET2,99.2,288.19,66,18,17,,19216,Inorganic pyrophosphatase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=ppa PE=3 SV=1
37,9,Q72KF0|Q72KF0_THET2,99.2,287.94,31,27,23,,79678,Multifunctional fusion protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=secD PE=3 SV=1
14,28,Q72IN8|Q72IN8_THET2,99.2,286.32,58,29,29,Oxidation (M),40727,ABC transporter substrate-binding protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1094 PE=4 SV=1
19,21,sp|Q72J70|VATC_THET2,99.2,285.30,69,28,26,Oxidation (M),35947,V-type ATP synthase subunit C OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=atpC PE=3 SV=1
62,13,sp|Q72HM5|RPOB_THET2,99.2,284.64,21,20,20,Oxidation (M),125260,DNA-directed RNA polymerase subunit beta OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rpoB PE=3 SV=1
23,42,sp|Q72GV9|RL1_THET2,99.2,279.42,67,23,21,Oxidation (M),24826,50S ribosomal protein L1 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rplA PE=1 SV=3
36,18,Q72H64|Q72H64_THET2,99.2,277.17,35,27,25,,66897,Hypothetical conserved protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1631 PE=4 SV=1
7,14,Q72J03|Q72J03_THET2,99.2,277.05,62,39,36,Oxidation (M); Carbamidomethylation,42285,Citrate synthase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0978 PE=3 SV=1
27,33,sp|Q72I32|RPOA_THET2,99.2,276.87,62,20,20,Oxidation (M),35013,DNA-directed RNA polymerase subunit alpha OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rpoA PE=3 SV=1
45,19,Q72J48|Q72J48_THET2,99.2,275.00,41,27,24,,70765,Methionine--tRNA ligase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=metG PE=3 SV=1
41,3,Q72H84|Q72H84_THET2,99.2,273.85,54,22,22,Oxidation (M),51195,Pyruvate kinase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1611 PE=3 SV=1
33,24,sp|Q72IH2|GLYA_THET2,99.2,273.60,47,23,22,Oxidation (M),44533,Serine hydroxymethyltransferase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=glyA PE=3 SV=2
40,56,Q72GQ8|Q72GQ8_THET2,99.2,271.54,41,18,18,Oxidation (M),40289,C4-dicarboxylate-binding protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1790 PE=3 SV=1
26,35,Q72L91|Q72L91_THET2,99.2,271.49,56,24,23,Oxidation (M); Carbamidomethylation,29808,Succinate--CoA ligase [ADP-forming] subunit alpha OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=sucD PE=3 SV=1
82,65,sp|Q72GD1|NUOD_THET2,99.1,268.37,30,10,10,Oxidation (M),46423,NADH-quinone oxidoreductase subunit D OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=nuoD PE=3 SV=1
52,52,Q72IP2|Q72IP2_THET2,99.2,266.06,45,22,21,Oxidation (M),39016,Succinate dehydrogenase flavoprotein subunit-like protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1090 PE=4 SV=1
48,51,sp|Q72I07|RL2_THET2,99.2,264.85,48,20,20,Oxidation (M),30468,50S ribosomal protein L2 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rplB PE=1 SV=1
9,124,Q72IL2|Q72IL2_THET2,99.2,263.88,91,23,22,,15743,Small heat shock protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1120 PE=3 SV=1
22,17,sp|P62420|PGK_THET2,99.2,262.15,47,24,21,Oxidation (M),41791,Phosphoglycerate kinase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=pgk PE=3 SV=1
53,11,sp|Q72IK9|CLPB_THET2,99.2,259.47,25,20,18,,96141,Chaperone protein ClpB OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=clpB PE=3 SV=1
50,154,sp|Q72HR2|RL21_THET2,99.1,257.87,80,15,13,Oxidation (M),11047,50S ribosomal protein L21 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rplU PE=1 SV=1
65,115,sp|Q72GS1|RL10_THET2,99.2,256.84,80,15,12,,18566,50S ribosomal protein L10 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rplJ PE=1 SV=1
21,44,sp|Q72I16|RL5_THET2,99.2,249.38,77,22,21,Oxidation (M),21044,50S ribosomal protein L5 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rplE PE=1 SV=3
117,27,Q72IG0|Q72IG0_THET2,99.2,247.99,36,13,12,Oxidation (M); Formylation,54425,Isocitrate dehydrogenase (NADP(+)) OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1172 PE=3 SV=1
73,64,sp|Q72IB8|PRODH_THET2,99.2,247.04,47,15,13,Oxidation (M),35492,Proline dehydrogenase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1214 PE=1 SV=1
39,23,sp|O66271|FUMC_THET2,99.2,247.01,37,16,16,Oxidation (M),50883,Fumarate hydratase class II OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=fumC PE=3 SV=2
57,105,Q72IL7|Q72IL7_THET2,99.2,245.84,87,16,15,Oxidation (M),16861,Uncharacterized protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1115 PE=4 SV=1
67,48,sp|P61488|AK_THET2,99.2,243.91,40,13,13,,43333,Aspartokinase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=ask PE=3 SV=1
66,82,Q72HB6|Q72HB6_THET2,99.1,243.39,61,13,13,,21629,Hypothetical exported protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1579 PE=3 SV=1
149,86,Q72IP9|Q72IP9_THET2,99.1,243.07,25,8,8,,48409,4-hydroxybutyrate coenzyme A transferase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1083 PE=3 SV=1
47,169,Q72HC5|Q72HC5_THET2,99.1,242.94,44,15,15,Oxidation (M),25991,Cytochrome c OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1570 PE=4 SV=1
38,101,sp|Q72IA7|RL25_THET2,99.2,238.48,67,17,17,Oxidation (M),23205,50S ribosomal protein L25 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rplY PE=1 SV=1
87,59,Q72JU1|Q72JU1_THET2,99.2,237.54,23,14,13,,62693,Methylmalonyl-CoA mutase large subunit OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0677 PE=4 SV=1
76,47,sp|Q72JC8|ILVC_THET2,99.2,236.97,48,14,13,Formylation,37078,Ketol-acid reductoisomerase (NADP(+)) OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=ilvC PE=3 SV=1
95,45,Q72IC1|Q72IC1_THET2,99.2,235.65,32,11,10,,46113,Glutamate dehydrogenase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1211 PE=1 SV=1
44,20,sp|Q72IK5|DNAK_THET2,99.2,234.78,30,24,23,Oxidation (M),66810,Chaperone protein DnaK OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=dnaK PE=3 SV=1
71,50,Q72JH9|Q72JH9_THET2,99.2,234.36,43,12,11,,32605,Uncharacterized protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0793 PE=4 SV=1
69,94,sp|P62658|RS17_THET2,99.2,233.35,76,14,12,Oxidation (M),12297,30S ribosomal protein S17 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rpsQ PE=1 SV=2
55,194,Q72JK3|Q72JK3_THET2,99.1,232.65,51,13,12,Oxidation (M); Carbamidomethylation,18563,Cytochrome-c oxidase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0769 PE=4 SV=1
99,181,sp|Q72I20|RL18_THET2,99.1,231.20,60,9,8,,12612,50S ribosomal protein L18 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rplR PE=1 SV=3
20,37,Q72GZ6|Q72GZ6_THET2,99.2,230.98,39,24,22,Oxidation (M),44611,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1699 PE=3 SV=1
43,152,sp|P62665|RS5_THET2,99.1,229.30,56,11,10,Oxidation (M),17557,30S ribosomal protein S5 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rpsE PE=1 SV=2
64,72,Q72K12|Q72K12_THET2,99.2,227.55,55,12,12,Oxidation (M),28709,Phenylacetic acid degradation protein paaC OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=paaC PE=4 SV=1
58,63,Q72IN7|Q72IN7_THET2,99.2,226.62,48,13,10,Carbamidomethylation,33873,ABC transporter ATP-binding protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1095 PE=4 SV=1
60,108,sp|Q72J35|UPP_THET2,99.2,226.50,51,13,12,Oxidation (M),22762,Uracil phosphoribosyltransferase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=upp PE=1 SV=1
97,90,Q72GS8|Q72GS8_THET2,99.2,225.66,41,11,11,Oxidation (M),38647,Alanine dehydrogenase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1770 PE=3 SV=1
10,29,sp|P62664|RS4_THET2,99.2,225.13,67,29,28,Carbamidomethylation,24324,30S ribosomal protein S4 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rpsD PE=1 SV=2
68,149,Q72JK2|Q72JK2_THET2,99.1,224.61,14,11,11,Oxidation (M),62528,Subunit II of C(O/B)3-type cytochrome c oxidase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0770 PE=3 SV=1
35,77,sp|P62668|RS8_THET2,99.2,224.03,83,22,21,Oxidation (M); Carbamidomethylation,15837,30S ribosomal protein S8 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rpsH PE=1 SV=1
102,165,Q72KA7|Q72KA7_THET2,99.0,223.95,36,8,7,,24340,Hypothetical membrane spanning protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0540 PE=4 SV=1
85,111,sp|Q72JT2|FLOA_THET2,99.2,222.47,35,14,14,,34868,Flotillin-like protein FloA OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=floA PE=3 SV=1
88,107,sp|Q72GX5|PSTB_THET2,99.1,220.85,43,10,10,Oxidation (M); Carbamidomethylation,30488,Phosphate import ATP-binding protein PstB OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=pstB PE=3 SV=1
108,143,Q72LN2|Q72LN2_THET2,99.1,220.58,45,10,10,,24411,Cehydrogenase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0026 PE=4 SV=1
153,193,Q72L60|Q72L60_THET2,99.0,219.67,62,6,5,Oxidation (M),15540,Probable small heat shock protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0203 PE=3 SV=1
146,185,sp|Q72JV2|TTUD_THET2,99.1,219.30,32,8,8,,32925,Sulfur carrier protein TtuD OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=ttuD PE=1 SV=1
106,40,Q72GU9|Q72GU9_THET2,99.2,218.21,43,11,10,Oxidation (M); Carbamidomethylation,31340,3-hydroxyisobutyrate dehydrogenase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1749 PE=4 SV=1
61,228,Q72IL4|Q72IL4_THET2,98.4,217.86,41,10,10,Oxidation (M),16015,Bacterioferritin OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1118 PE=3 SV=1
100,78,Q72J50|Q72J50_THET2,99.2,216.87,27,12,12,Oxidation (M),47751,Tail-specific protease OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0929 PE=3 SV=1
54,177,Q72KI4|Q72KI4_THET2,99.1,215.48,73,12,10,,15517,Uncharacterized protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0476 PE=4 SV=1
81,234,Q72HC8|Q72HC8_THET2,99.0,213.89,18,13,12,Oxidation (M),46713,Menaquinol-cytochrome C reductase cytochrome B subunit OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1567 PE=4 SV=1
107,70,sp|Q72IE5|GUAA_THET2,99.2,213.08,21,10,10,,55789,GMP synthase [glutamine-hydrolyzing] OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=guaA PE=3 SV=1
70,114,sp|Q72I14|RL14_THET2,99.1,210.26,70,10,10,Oxidation (M); Carbamidomethylation,13289,50S ribosomal protein L14 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rplN PE=1 SV=1
116,294,sp|P62654|RS11_THET2,98.4,207.85,29,7,7,,13713,30S ribosomal protein S11 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rpsK PE=1 SV=2
59,145,sp|Q72I06|RL23_THET2,99.1,206.40,80,15,15,Oxidation (M),10737,50S ribosomal protein L23 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rplW PE=1 SV=1
129,161,Q72L39|Q72L39_THET2,99.0,206.35,35,6,6,Oxidation (M); Carbamidomethylation,21367,Thiol-disulfide isomerase/thioredoxin OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0224 PE=4 SV=1
105,112,Q72HD6|Q72HD6_THET2,99.2,205.05,20,9,8,,60375,Uncharacterized protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1557 PE=4 SV=1
139,61,Q72IN3|Q72IN3_THET2,99.2,203.74,27,11,9,Carbamidomethylation,62489,Long-chain-fatty-acid-CoA ligase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1099 PE=4 SV=1
42,55,sp|Q72I19|RL6_THET2,99.2,203.63,64,14,13,Oxidation (M),19532,50S ribosomal protein L6 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rplF PE=1 SV=1
93,71,Q72KR0|Q72KR0_THET2,99.2,202.32,34,10,8,,33057,Metallo-beta-lactamase protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0458 PE=4 SV=1
30,31,sp|P61977|MDH_THET2,99.2,200.42,51,27,23,Oxidation (M),35426,Malate dehydrogenase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=mdh PE=3 SV=1
113,110,Q72GQ1|Q72GQ1_THET2,99.1,200.18,46,9,9,,20511,Hypothetical conserved protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1797 PE=4 SV=1
147,126,Q746D7|Q746D7_THET2,99.2,199.59,36,9,9,,30848,Hypothetical conserved protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_P0118 PE=4 SV=1
110,36,sp|Q72JM6|LON2_THET2,99.2,199.38,23,13,11,Oxidation (M); Carbamidomethylation,90513,Lon protease 2 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=lon2 PE=3 SV=1
131,264,Q72GD2|Q72GD2_THET2,98.8,199.02,31,7,6,,20286,NADH-quinone oxidoreductase chain E OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1916 PE=3 SV=1
56,49,sp|Q72J95|ACSA_THET2,99.2,197.83,26,20,19,,73076,Acetyl-coenzyme A synthetase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=acsA PE=3 SV=1
75,216,Q72IL6|Q72IL6_THET2,99.1,197.34,44,12,11,,15827,Small heat shock protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1116 PE=3 SV=1
96,74,Q72GB8|Q72GB8_THET2,99.2,196.53,7,14,12,Formylation,198664,Ribonucleoside-diphosphate reductase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1930 PE=3 SV=1
29,32,Q72J17|Q72J17_THET2,99.2,196.43,39,28,27,,59942,5'-nucleotidase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0964 PE=3 SV=1
119,230,Q72HC7|Q72HC7_THET2,99.1,196.38,36,9,8,Oxidation (M),22438,Rieske iron-sulfur protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1568 PE=4 SV=1
172,144,sp|Q746B8|PXPA_THET2,99.1,195.76,37,6,5,Oxidation (M),26780,5-oxoprolinase subunit A OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=pxpA PE=3 SV=1
101,100,Q72K56|Q72K56_THET2,99.1,195.33,40,8,8,,23002,Thiol:disulfide interchange protein dsbA OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=dsbA PE=4 SV=1
124,121,sp|Q72L32|HEMH_THET2,99.1,194.86,26,8,8,,35651,Ferrochelatase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=hemH PE=3 SV=1
218,134,sp|Q72I53|METK_THET2,99.0,194.33,21,5,5,,43247,S-adenosylmethionine synthase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=metK PE=1 SV=2
145,91,Q72GT6|Q72GT6_THET2,99.1,194.18,30,8,7,,38087,Glucose-1-phosphate thymidylyltransferase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1762 PE=4 SV=1
192,163,Q72LE4|Q72LE4_THET2,99.0,192.23,24,5,5,,35492,Homoserine dehydrogenase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0115 PE=3 SV=1
74,68,Q72LI4|Q72LI4_THET2,99.2,192.21,30,15,15,Oxidation (M),47917,Membrane protein insertase YidC OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=yidC PE=3 SV=1
135,113,Q72H23|Q72H23_THET2,99.1,190.82,28,9,9,Oxidation (M),37271,Cytochrome c oxidase subunit 2 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1672 PE=3 SV=1
157,160,Q72H17|Q72H17_THET2,99.1,190.11,34,7,7,,28040,Enoyl-[acyl-carrier-protein] reductase [NADH] OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=fabL PE=3 SV=1
84,75,Q72GM3|Q72GM3_THET2,99.2,187.43,10,11,11,,101032,Leucine--tRNA ligase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=leuS PE=1 SV=1
77,162,sp|Q72I09|RL22_THET2,99.1,187.35,61,10,9,Oxidation (M),12780,50S ribosomal protein L22 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rplV PE=1 SV=1
118,96,Q72GJ7|Q72GJ7_THET2,99.1,186.18,41,8,8,Oxidation (M),25028,Phosphate-specific transport system accessory protein PhoU OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=phoU PE=3 SV=1
115,218,sp|P62238|RS16_THET2,98.8,186.06,49,11,11,,10387,30S ribosomal protein S16 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rpsP PE=1 SV=1
152,222,Q72JP2|Q72JP2_THET2,99.0,184.85,40,6,5,,17635,Hypothetical conserved protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0726 PE=4 SV=1
