Protein Group,Protein ID,Accession,Score (%),-10lgP,Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
47,72,Q72K12|Q72K12_THET2,99.2,306.69,65,14,14,Oxidation (M),28709,Phenylacetic acid degradation protein paaC OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=paaC PE=4 SV=1
22,30,sp|P62662|RS2_THET2,99.2,306.06,57,20,20,Oxidation (M),29277,30S ribosomal protein S2 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rpsB PE=1 SV=2
19,33,sp|Q72I32|RPOA_THET2,99.2,304.06,59,18,18,Formylation,35013,DNA-directed RNA polymerase subunit alpha OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rpoA PE=3 SV=1
46,115,sp|Q72GS1|RL10_THET2,99.2,302.74,88,13,12,Oxidation (M),18566,50S ribosomal protein L10 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rplJ PE=1 SV=1
16,35,Q72L91|Q72L91_THET2,99.2,297.84,62,20,19,Oxidation (M); Carbamidomethylation,29808,Succinate--CoA ligase [ADP-forming] subunit alpha OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=sucD PE=3 SV=1
7,124,Q72IL2|Q72IL2_THET2,99.2,295.80,91,22,21,,15743,Small heat shock protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1120 PE=3 SV=1
55,52,Q72IP2|Q72IP2_THET2,99.2,293.67,38,19,17,Oxidation (M),39016,Succinate dehydrogenase flavoprotein subunit-like protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1090 PE=4 SV=1
37,18,Q72H64|Q72H64_THET2,99.2,291.61,42,24,22,,66897,Hypothetical conserved protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1631 PE=4 SV=1
59,3,Q72H84|Q72H84_THET2,99.2,290.05,41,15,15,,51195,Pyruvate kinase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1611 PE=3 SV=1
38,43,Q72L52|Q72L52_THET2,99.2,289.59,45,16,16,Oxidation (M),42148,Sugar-binding transport ATP-binding protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0211 PE=4 SV=1
40,24,sp|Q72IH2|GLYA_THET2,99.2,286.84,47,19,18,Oxidation (M),44533,Serine hydroxymethyltransferase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=glyA PE=3 SV=2
53,65,sp|Q72GD1|NUOD_THET2,99.2,286.17,37,12,11,Formylation,46423,NADH-quinone oxidoreductase subunit D OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=nuoD PE=3 SV=1
31,56,Q72GQ8|Q72GQ8_THET2,99.2,285.18,50,17,17,Oxidation (M),40289,C4-dicarboxylate-binding protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1790 PE=3 SV=1
93,19,Q72J48|Q72J48_THET2,99.1,284.60,23,10,9,,70765,Methionine--tRNA ligase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=metG PE=3 SV=1
15,28,Q72IN8|Q72IN8_THET2,99.2,283.37,49,21,21,Oxidation (M),40727,ABC transporter substrate-binding protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1094 PE=4 SV=1
25,39,sp|Q72I04|RL3_THET2,99.2,281.53,70,19,19,Oxidation (M); Carbamidomethylation,22408,50S ribosomal protein L3 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rplC PE=1 SV=1
12,44,sp|Q72I16|RL5_THET2,99.2,276.55,66,19,18,,21044,50S ribosomal protein L5 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rplE PE=1 SV=3
80,48,sp|P61488|AK_THET2,99.2,275.92,30,10,10,,43333,Aspartokinase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=ask PE=3 SV=1
88,107,sp|Q72GX5|PSTB_THET2,99.1,274.94,38,10,10,Oxidation (M); Carbamidomethylation,30488,Phosphate import ATP-binding protein PstB OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=pstB PE=3 SV=1
44,154,sp|Q72HR2|RL21_THET2,99.1,271.27,77,14,13,Oxidation (M),11047,50S ribosomal protein L21 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rplU PE=1 SV=1
34,23,sp|O66271|FUMC_THET2,99.2,271.25,34,14,14,Oxidation (M),50883,Fumarate hydratase class II OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=fumC PE=3 SV=2
39,17,sp|P62420|PGK_THET2,99.2,270.95,45,19,19,,41791,Phosphoglycerate kinase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=pgk PE=3 SV=1
24,105,Q72IL7|Q72IL7_THET2,99.1,264.49,74,13,12,Oxidation (M),16861,Uncharacterized protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1115 PE=4 SV=1
48,101,sp|Q72IA7|RL25_THET2,99.2,260.34,67,15,14,Oxidation (M),23205,50S ribosomal protein L25 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rplY PE=1 SV=1
73,50,Q72JH9|Q72JH9_THET2,99.1,260.31,37,10,10,,32605,Uncharacterized protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0793 PE=4 SV=1
52,9,Q72KF0|Q72KF0_THET2,99.2,250.59,24,17,14,,79678,Multifunctional fusion protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=secD PE=3 SV=1
41,169,Q72HC5|Q72HC5_THET2,99.1,248.29,42,13,13,Oxidation (M),25991,Cytochrome c OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1570 PE=4 SV=1
90,160,Q72H17|Q72H17_THET2,99.0,247.30,31,8,8,,28040,Enoyl-[acyl-carrier-protein] reductase [NADH] OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=fabL PE=3 SV=1
28,42,sp|Q72GV9|RL1_THET2,99.2,244.84,60,17,15,Oxidation (M),24826,50S ribosomal protein L1 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rplA PE=1 SV=3
102,165,Q72KA7|Q72KA7_THET2,98.8,244.64,32,6,6,,24340,Hypothetical membrane spanning protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0540 PE=4 SV=1
142,27,Q72IG0|Q72IG0_THET2,99.1,244.11,25,8,8,,54425,Isocitrate dehydrogenase (NADP(+)) OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1172 PE=3 SV=1
85,93,Q72K10|Q72K10_THET2,99.1,244.09,43,9,8,Oxidation (M),37375,Phenylacetic acid degradation protein paaA OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=paaA PE=4 SV=1
92,157,Q72H95|Q72H95_THET2,99.0,240.56,41,10,8,,19216,Inorganic pyrophosphatase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=ppa PE=3 SV=1
132,36,sp|Q72JM6|LON2_THET2,99.0,240.44,14,7,6,Oxidation (M); Carbamidomethylation,90513,Lon protease 2 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=lon2 PE=3 SV=1
30,31,sp|P61977|MDH_THET2,99.2,240.02,45,22,19,Oxidation (M); Carbamidomethylation,35426,Malate dehydrogenase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=mdh PE=3 SV=1
83,156,Q72IR3|Q72IR3_THET2,99.0,238.06,42,9,9,,20214,Putative dehydratase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1069 PE=3 SV=1
71,11,sp|Q72IK9|CLPB_THET2,99.2,236.28,20,14,13,,96141,Chaperone protein ClpB OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=clpB PE=3 SV=1
64,54,Q72J07|Q72J07_THET2,99.2,236.07,39,12,12,,38056,PrcB_C domain-containing protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0974 PE=4 SV=1
36,177,Q72KI4|Q72KI4_THET2,99.1,235.71,66,9,8,,15517,Uncharacterized protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0476 PE=4 SV=1
94,40,Q72GU9|Q72GU9_THET2,99.2,235.09,41,10,9,Carbamidomethylation,31340,3-hydroxyisobutyrate dehydrogenase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1749 PE=4 SV=1
33,152,sp|P62665|RS5_THET2,99.1,233.44,52,9,9,Oxidation (M),17557,30S ribosomal protein S5 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rpsE PE=1 SV=2
60,149,Q72JK2|Q72JK2_THET2,99.1,233.04,14,15,15,Oxidation (M),62528,Subunit II of C(O/B)3-type cytochrome c oxidase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0770 PE=3 SV=1
118,59,Q72JU1|Q72JU1_THET2,99.0,232.29,15,7,6,,62693,Methylmalonyl-CoA mutase large subunit OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0677 PE=4 SV=1
49,94,sp|P62658|RS17_THET2,99.1,229.16,64,13,10,Oxidation (M),12297,30S ribosomal protein S17 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rpsQ PE=1 SV=2
117,45,Q72IC1|Q72IC1_THET2,99.1,228.12,22,7,7,,46113,Glutamate dehydrogenase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1211 PE=1 SV=1
99,46,Q72L83|Q72L83_THET2,99.1,228.00,28,8,8,Formylation,36038,Aspartate-semialdehyde dehydrogenase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=asd PE=3 SV=1
97,13,sp|Q72HM5|RPOB_THET2,99.1,226.69,11,11,8,Oxidation (M),125260,DNA-directed RNA polymerase subunit beta OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rpoB PE=3 SV=1
10,29,sp|P62664|RS4_THET2,99.2,225.88,67,22,21,Carbamidomethylation,24324,30S ribosomal protein S4 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rpsD PE=1 SV=2
62,181,sp|Q72I20|RL18_THET2,99.1,224.89,64,9,7,,12612,50S ribosomal protein L18 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rplR PE=1 SV=3
209,161,Q72L39|Q72L39_THET2,99.0,223.66,40,6,6,Oxidation (M),21367,Thiol-disulfide isomerase/thioredoxin OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0224 PE=4 SV=1
29,77,sp|P62668|RS8_THET2,99.2,223.62,82,19,18,Oxidation (M); Carbamidomethylation,15837,30S ribosomal protein S8 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rpsH PE=1 SV=1
50,51,sp|Q72I07|RL2_THET2,99.2,222.14,42,12,12,Oxidation (M),30468,50S ribosomal protein L2 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rplB PE=1 SV=1
168,91,Q72GT6|Q72GT6_THET2,98.8,221.84,26,5,5,,38087,Glucose-1-phosphate thymidylyltransferase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1762 PE=4 SV=1
68,92,sp|Q72J47|RPIA_THET2,99.2,219.51,50,10,10,,24039,Ribose-5-phosphate isomerase A OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rpiA PE=1 SV=1
76,135,sp|P62667|RS7_THET2,99.1,218.70,59,9,9,Oxidation (M); Carbamidomethylation,18016,30S ribosomal protein S7 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rpsG PE=1 SV=2
165,123,Q72IG4|Q72IG4_THET2,99.1,217.84,19,7,6,,65313,Putative oligoendopeptidase F protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1168 PE=3 SV=1
156,150,Q72LF6|Q72LF6_THET2,99.1,217.10,36,7,6,Carbamidomethylation,23006,Acetoin utilization acuB protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=acuB PE=4 SV=1
166,86,Q72IP9|Q72IP9_THET2,99.0,215.82,18,6,6,,48409,4-hydroxybutyrate coenzyme A transferase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1083 PE=3 SV=1
110,112,Q72HD6|Q72HD6_THET2,99.1,213.98,17,7,7,,60375,Uncharacterized protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1557 PE=4 SV=1
116,84,Q72HP0|Q72HP0_THET2,99.1,213.48,18,7,5,,46530,Amidase/amidotransferase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1446 PE=4 SV=1
43,37,Q72GZ6|Q72GZ6_THET2,99.2,211.42,25,17,15,Oxidation (M),44611,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1699 PE=3 SV=1
58,20,sp|Q72IK5|DNAK_THET2,99.2,211.17,22,17,17,,66810,Chaperone protein DnaK OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=dnaK PE=3 SV=1
255,61,Q72IN3|Q72IN3_THET2,99.1,210.40,17,6,6,,62489,Long-chain-fatty-acid-CoA ligase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1099 PE=4 SV=1
145,70,sp|Q72IE5|GUAA_THET2,99.1,210.21,20,8,8,,55789,GMP synthase [glutamine-hydrolyzing] OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=guaA PE=3 SV=1
134,315,Q72LJ0|Q72LJ0_THET2,98.4,210.07,34,4,4,Oxidation (M),18012,Uncharacterized protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0069 PE=4 SV=1
72,53,Q72LK6|Q72LK6_THET2,99.2,209.41,21,11,9,,69384,Hypothetical conserved protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0053 PE=4 SV=1
127,110,Q72GQ1|Q72GQ1_THET2,99.1,209.03,36,6,6,,20511,Hypothetical conserved protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1797 PE=4 SV=1
181,119,sp|Q72HA1|SYFA_THET2,99.1,208.51,28,6,6,,39249,Phenylalanine--tRNA ligase alpha subunit OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=pheS PE=3 SV=1
75,108,sp|Q72J35|UPP_THET2,99.1,208.05,45,10,8,,22762,Uracil phosphoribosyltransferase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=upp PE=1 SV=1
91,294,sp|P62654|RS11_THET2,98.8,207.86,29,7,7,,13713,30S ribosomal protein S11 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rpsK PE=1 SV=2
106,255,Q72I34|Q72I34_THET2,98.7,205.98,30,6,5,,18002,Uncharacterized protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1298 PE=4 SV=1
45,10,Q72L70|Q72L70_THET2,99.2,205.77,24,23,21,,90024,Outer membrane protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0193 PE=4 SV=1
84,230,Q72HC7|Q72HC7_THET2,98.4,204.79,29,6,6,,22438,Rieske iron-sulfur protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1568 PE=4 SV=1
77,82,Q72HB6|Q72HB6_THET2,99.0,202.45,43,6,6,,21629,Hypothetical exported protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1579 PE=3 SV=1
263,131,Q72HK0|Q72HK0_THET2,66.4,201.61,12,3,3,,27602,ABC transporter ATP-binding protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1487 PE=3 SV=1
120,90,Q72GS8|Q72GS8_THET2,99.1,201.58,35,8,8,Oxidation (M),38647,Alanine dehydrogenase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1770 PE=3 SV=1
122,193,Q72L60|Q72L60_THET2,98.9,199.31,54,5,3,Oxidation (M),15540,Probable small heat shock protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0203 PE=3 SV=1
111,191,Q72H24|Q72H24_THET2,99.0,199.19,8,6,5,,89156,Cytochrome c oxidase polypeptide I+III OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1671 PE=3 SV=1
81,148,sp|Q72L76|RL20_THET2,99.0,199.11,46,8,8,,13743,50S ribosomal protein L20 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rplT PE=1 SV=1
100,100,Q72K56|Q72K56_THET2,99.1,198.86,39,7,7,,23002,Thiol:disulfide interchange protein dsbA OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=dsbA PE=4 SV=1
35,32,Q72J17|Q72J17_THET2,99.2,198.77,26,21,20,,59942,5'-nucleotidase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0964 PE=3 SV=1
67,114,sp|Q72I14|RL14_THET2,99.1,198.62,66,8,8,,13289,50S ribosomal protein L14 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rplN PE=1 SV=1
74,64,sp|Q72IB8|PRODH_THET2,99.1,198.32,30,9,8,Oxidation (M),35492,Proline dehydrogenase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1214 PE=1 SV=1
103,120,Q72I24|Q72I24_THET2,99.1,197.88,16,7,6,,48195,Protein translocase subunit SecY OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=secY PE=3 SV=1
182,144,sp|Q746B8|PXPA_THET2,99.0,197.84,33,5,4,Oxidation (M),26780,5-oxoprolinase subunit A OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=pxpA PE=3 SV=1
70,194,Q72JK3|Q72JK3_THET2,98.8,196.55,43,7,6,Carbamidomethylation,18563,Cytochrome-c oxidase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0769 PE=4 SV=1
82,47,sp|Q72JC8|ILVC_THET2,99.1,196.30,33,8,8,,37078,Ketol-acid reductoisomerase (NADP(+)) OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=ilvC PE=3 SV=1
56,162,sp|Q72I09|RL22_THET2,99.1,195.87,60,8,7,Oxidation (M),12780,50S ribosomal protein L22 OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=rplV PE=1 SV=1
148,264,Q72GD2|Q72GD2_THET2,98.4,195.51,24,5,4,,20286,NADH-quinone oxidoreductase chain E OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1916 PE=3 SV=1
69,234,Q72HC8|Q72HC8_THET2,98.9,195.04,17,10,9,Oxidation (M),46713,Menaquinol-cytochrome C reductase cytochrome B subunit OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C1567 PE=4 SV=1
137,222,Q72JP2|Q72JP2_THET2,98.8,193.33,37,5,5,,17635,Hypothetical conserved protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0726 PE=4 SV=1
96,71,Q72KR0|Q72KR0_THET2,99.1,193.29,31,8,7,,33057,Metallo-beta-lactamase protein OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0458 PE=4 SV=1
108,38,sp|Q72HA0|SYFB_THET2,99.1,191.39,14,9,7,,86656,Phenylalanine--tRNA ligase beta subunit OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=pheT PE=3 SV=1
153,201,Q72JI9|Q72JI9_THET2,99.0,190.88,17,5,5,Oxidation (M),57439,Putative propionyl-CoA carboxylase beta chain OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_C0783 PE=4 SV=1
121,96,Q72GJ7|Q72GJ7_THET2,99.0,190.17,28,5,5,,25028,Phosphate-specific transport system accessory protein PhoU OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=phoU PE=3 SV=1
